; -----------
; File select
; -----------

[$0C:$CEDF] $7E:F000[2] = $0000 | Room $0000
[$06:$D1FF] $7E:F373[1] = $80   | Magic filler
[$0D:$DBB7] $7E:F373[1] = $7F   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $61   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $7E   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $62   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $7D   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $63   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $7C   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $64   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $7B   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $65   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $7A   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $66   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $79   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $67   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $78   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $68   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $77   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $69   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $76   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $6A   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $75   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $6B   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $74   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $6C   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $73   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $6D   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $72   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $6E   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $71   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $6F   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $70   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $70   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $6F   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $71   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $6E   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $72   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $6D   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $73   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $6C   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $74   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $6B   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $75   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $6A   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $76   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $69   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $77   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $68   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $78   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $67   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $79   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $66   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $7A   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $65   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $7B   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $64   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $7C   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $63   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $7D   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $62   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $7E   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $61   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $7F   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $60   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $80   | Magic Power
[$0D:$DBAC] $7E:F373[1] = $00   | Magic filler
[$06:$D1EF] $7E:F375[1] = $01   | Bomb filler
[$0D:$DC27] $7E:F375[1] = $00   | Bomb filler
[$0D:$DC3A] $7E:F343[1] = $01   | Bombs
[$07:$B0B5] $7E:F36E[1] = $78   | Magic Power
[$02:$B89D] $7E:F1AC[2] = $8005 | Room $00D6
[$02:$B82E] $7E:F18C[2] = $000F | Room $00C6
[$07:$B0B5] $7E:F36E[1] = $70   | Magic Power
[$02:$B82E] $7E:F18E[2] = $000F | Room $00C7
[$07:$B0B5] $7E:F36E[1] = $68   | Magic Power
[$07:$B0B5] $7E:F36E[1] = $58   | Magic Power
[$07:$B0B5] $7E:F36E[1] = $48   | Magic Power
[$07:$B0B5] $7E:F36E[1] = $38   | Magic Power
[$07:$950A] $7E:F36D[1] = $58   | Health (actual)
[$02:$B82E] $7E:F16E[2] = $000A | Room $00B7
[$02:$B89D] $7E:F16E[2] = $002A | Room $00B7
[$09:$8741] $7E:F36F[1] = $01   | Keys
[$07:$80FB] $7E:F36D[1] = $40   | Health (actual)
[$07:$B0B5] $7E:F36E[1] = $30   | Magic Power
[$01:$CF6B] $7E:F36F[2] = $0000 | Keys
[$02:$B89D] $7E:F18C[2] = $800F | Room $00C6
[$02:$B82E] $7E:F16C[2] = $0002 | Room $00B6
[$06:$D196] $7E:F36F[1] = $01   | Keys
[$01:$CF6B] $7E:F36F[2] = $0000 | Keys
[$06:$D1C2] $7E:F372[1] = $38   | Hearts filler
[$0D:$DCD8] $7E:F36D[1] = $48   | Health (actual)
[$0D:$DCFF] $7E:F372[1] = $30   | Hearts filler
[$0D:$DCD8] $7E:F36D[1] = $50   | Health (actual)
[$0D:$DCFF] $7E:F372[1] = $28   | Hearts filler
[$02:$B89D] $7E:F16C[2] = $3402 | Room $00B6
[$0D:$DCD8] $7E:F36D[1] = $58   | Health (actual)
[$0D:$DCFF] $7E:F372[1] = $20   | Hearts filler
[$0D:$DCD8] $7E:F36D[1] = $60   | Health (actual)
[$0D:$DCFF] $7E:F372[1] = $18   | Hearts filler
[$0D:$DCCB] $7E:F372[1] = $00   | Hearts filler
[$02:$B82E] $7E:F16C[2] = $340A | Room $00B6
[$07:$B0B5] $7E:F36E[1] = $28   | Magic Power
[$02:$B89D] $7E:F16C[2] = $341A | Room $00B6
[$09:$8741] $7E:F36F[1] = $01   | Keys
[$01:$CF6B] $7E:F36F[2] = $0000 | Keys
[$02:$B89D] $7E:F16C[2] = $B41A | Room $00B6
[$02:$B82E] $7E:F02A[2] = $000F | Room $0015
[$06:$D214] $7E:F376[1] = $05   | Arrow filler
[$0D:$DC49] $7E:F376[1] = $04   | Arrow filler
[$0D:$DC5C] $7E:F377[1] = $0D   | Arrows
[$0D:$DC49] $7E:F376[1] = $03   | Arrow filler
[$0D:$DC5C] $7E:F377[1] = $0E   | Arrows
[$0D:$DC49] $7E:F376[1] = $02   | Arrow filler
[$0D:$DC5C] $7E:F377[1] = $0F   | Arrows
[$0D:$DC49] $7E:F376[1] = $01   | Arrow filler
[$0D:$DC5C] $7E:F377[1] = $10   | Arrows
[$0D:$DC49] $7E:F376[1] = $00   | Arrow filler
[$0D:$DC5C] $7E:F377[1] = $11   | Arrows
[$02:$B82E] $7E:F028[2] = $000F | Room $0014
[$02:$B82E] $7E:F026[2] = $0005 | Room $0013
[$06:$D1FF] $7E:F373[1] = $80   | Magic filler
[$0D:$DBB7] $7E:F373[1] = $7F   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $29   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $7E   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $2A   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $7D   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $2B   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $7C   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $2C   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $7B   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $2D   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $7A   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $2E   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $79   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $2F   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $78   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $30   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $77   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $31   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $76   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $32   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $75   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $33   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $74   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $34   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $73   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $35   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $72   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $36   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $71   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $37   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $70   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $38   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $6F   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $39   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $6E   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $3A   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $6D   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $3B   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $6C   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $3C   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $6B   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $3D   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $6A   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $3E   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $69   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $3F   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $68   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $40   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $67   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $41   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $66   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $42   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $65   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $43   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $64   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $44   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $63   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $45   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $62   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $46   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $61   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $47   | Magic Power
[$06:$D1DA] $7E:F360[2] = $0079 | Rupees (goal)
[$0D:$DBB7] $7E:F373[1] = $60   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $48   | Magic Power
[$0D:$DBFB] $7E:F362[2] = $0066 | Rupees (actual)
[$0D:$DBB7] $7E:F373[1] = $5F   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $49   | Magic Power
[$0D:$DBFB] $7E:F362[2] = $0067 | Rupees (actual)
[$0D:$DBB7] $7E:F373[1] = $5E   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $4A   | Magic Power
[$0D:$DBFB] $7E:F362[2] = $0068 | Rupees (actual)
[$0D:$DBB7] $7E:F373[1] = $5D   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $4B   | Magic Power
[$0D:$DBFB] $7E:F362[2] = $0069 | Rupees (actual)
[$0D:$DBB7] $7E:F373[1] = $5C   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $4C   | Magic Power
[$0D:$DBFB] $7E:F362[2] = $006A | Rupees (actual)
[$0D:$DBB7] $7E:F373[1] = $5B   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $4D   | Magic Power
[$0D:$DBFB] $7E:F362[2] = $006B | Rupees (actual)
[$0D:$DBB7] $7E:F373[1] = $5A   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $4E   | Magic Power
[$0D:$DBFB] $7E:F362[2] = $006C | Rupees (actual)
[$0D:$DBB7] $7E:F373[1] = $59   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $4F   | Magic Power
[$0D:$DBFB] $7E:F362[2] = $006D | Rupees (actual)
[$06:$D196] $7E:F36F[1] = $01   | Keys
[$0D:$DBB7] $7E:F373[1] = $58   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $50   | Magic Power
[$0D:$DBFB] $7E:F362[2] = $006E | Rupees (actual)
[$0D:$DBB7] $7E:F373[1] = $57   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $51   | Magic Power
[$0D:$DBFB] $7E:F362[2] = $006F | Rupees (actual)
[$0D:$DBB7] $7E:F373[1] = $56   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $52   | Magic Power
[$0D:$DBFB] $7E:F362[2] = $0070 | Rupees (actual)
[$0D:$DBB7] $7E:F373[1] = $55   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $53   | Magic Power
[$0D:$DBFB] $7E:F362[2] = $0071 | Rupees (actual)
[$0D:$DBB7] $7E:F373[1] = $54   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $54   | Magic Power
[$0D:$DBFB] $7E:F362[2] = $0072 | Rupees (actual)
[$0D:$DBB7] $7E:F373[1] = $53   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $55   | Magic Power
[$0D:$DBFB] $7E:F362[2] = $0073 | Rupees (actual)
[$0D:$DBB7] $7E:F373[1] = $52   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $56   | Magic Power
[$0D:$DBFB] $7E:F362[2] = $0074 | Rupees (actual)
[$0D:$DBB7] $7E:F373[1] = $51   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $57   | Magic Power
[$0D:$DBFB] $7E:F362[2] = $0075 | Rupees (actual)
[$0D:$DBB7] $7E:F373[1] = $50   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $58   | Magic Power
[$0D:$DBFB] $7E:F362[2] = $0076 | Rupees (actual)
[$0D:$DBB7] $7E:F373[1] = $4F   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $59   | Magic Power
[$0D:$DBFB] $7E:F362[2] = $0077 | Rupees (actual)
[$0D:$DBB7] $7E:F373[1] = $4E   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $5A   | Magic Power
[$0D:$DBFB] $7E:F362[2] = $0078 | Rupees (actual)
[$0D:$DBB7] $7E:F373[1] = $4D   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $5B   | Magic Power
[$0D:$DBFB] $7E:F362[2] = $0079 | Rupees (actual)
[$0D:$DBB7] $7E:F373[1] = $4C   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $5C   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $4B   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $5D   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $4A   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $5E   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $49   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $5F   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $48   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $60   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $47   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $61   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $46   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $62   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $45   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $63   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $44   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $64   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $43   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $65   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $42   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $66   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $41   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $67   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $40   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $68   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $3F   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $69   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $3E   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $6A   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $3D   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $6B   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $3C   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $6C   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $3B   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $6D   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $3A   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $6E   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $39   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $6F   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $38   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $70   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $37   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $71   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $36   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $72   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $35   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $73   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $34   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $74   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $33   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $75   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $32   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $76   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $31   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $77   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $30   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $78   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $2F   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $79   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $2E   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $7A   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $2D   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $7B   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $2C   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $7C   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $2B   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $7D   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $2A   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $7E   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $29   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $7F   | Magic Power
[$0D:$DBB7] $7E:F373[1] = $28   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $80   | Magic Power
[$0D:$DBAC] $7E:F373[1] = $00   | Magic filler
[$01:$CF6B] $7E:F36F[2] = $0000 | Keys
[$02:$B89D] $7E:F026[2] = $8405 | Room $0013
[$02:$B89D] $7E:F028[2] = $401F | Room $0014
[$09:$86B1] $7E:F366[2] = $77B8 | BigKey1
[$07:$B0B5] $7E:F36E[1] = $78   | Magic Power
[$02:$B82E] $7E:F048[2] = $0008 | Room $0024
[$02:$B82E] $7E:F048[2] = $000C | Room $0024
[$02:$B89D] $7E:F048[2] = $800C | Room $0024
[$02:$B89D] $7E:F028[2] = $C01F | Room $0014
[$02:$B82E] $7E:F008[2] = $0002 | Room $0004
[$02:$B89D] $7E:F008[2] = $4002 | Room $0004
[$02:$B82E] $7E:F008[2] = $400A | Room $0004
[$02:$B89D] $7E:F008[2] = $401A | Room $0004
[$09:$8741] $7E:F36F[1] = $01   | Keys
[$01:$CF6B] $7E:F36F[2] = $0000 | Keys
[$02:$B89D] $7E:F008[2] = $C01A | Room $0004
[$02:$B82E] $7E:F16A[2] = $000F | Room $00B5
[$07:$B0B5] $7E:F36E[1] = $70   | Magic Power
[$07:$80FB] $7E:F36D[1] = $58   | Health (actual)
[$02:$B82E] $7E:F18A[2] = $000A | Room $00C5
[$02:$B82E] $7E:F1AA[2] = $000A | Room $00D5
[$02:$B89D] $7E:F1AA[2] = $008A | Room $00D5
[$09:$8741] $7E:F36F[1] = $01   | Keys
[$01:$CF6B] $7E:F36F[2] = $0000 | Keys
[$02:$B89D] $7E:F18A[2] = $800A | Room $00C5
[$02:$B82E] $7E:F188[2] = $000F | Room $00C4
[$07:$B0B5] $7E:F36E[1] = $68   | Magic Power
[$02:$B89D] $7E:F188[2] = $800F | Room $00C4
[$02:$B82E] $7E:F168[2] = $000F | Room $00B4
[$07:$B0B5] $7E:F36E[1] = $60   | Magic Power
[$02:$B89D] $7E:F168[2] = $800F | Room $00B4
[$02:$B82E] $7E:F148[2] = $0002 | Room $00A4
[$07:$B0B5] $7E:F36E[1] = $50   | Magic Power
[$07:$B0B5] $7E:F36E[1] = $40   | Magic Power
[$07:$B0B5] $7E:F36E[1] = $30   | Magic Power
[$07:$B0B5] $7E:F36E[1] = $20   | Magic Power
[$08:$C49C] $7E:F36C[1] = $68   | Health (goal)
[$08:$C4A7] $7E:F372[1] = $08   | Hearts filler
[$0D:$DCD8] $7E:F36D[1] = $60   | Health (actual)
[$0D:$DCFF] $7E:F372[1] = $00   | Hearts filler
[$08:$CC70] $7E:F37A[1] = $7F   | Crystals
[$1E:$CD9B] $7E:F3CC[1] = $01   | Tagalong
[$1E:$CDA7] $7E:F3CC[1] = $00   | Tagalong
[$1E:$CF11] $7E:F3C7[1] = $08   | Map Phase
[$00:$F9EB] $7E:F3FB[2] = $0000 | Deaths Total
[$02:$B89D] $7E:F148[2] = $0802 | Room $00A4
[$0D:$F1C3] $7E:F373[1] = $80   | Magic filler
[$0D:$F14D] $7E:F372[1] = $A0   | Hearts filler
[$0D:$DBB7] $7E:F373[1] = $7F   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $21   | Magic Power
[$0D:$DCD8] $7E:F36D[1] = $68   | Health (actual)
[$0D:$DCFF] $7E:F372[1] = $98   | Hearts filler
[$0D:$F1C3] $7E:F373[1] = $80   | Magic filler
[$0D:$F140] $7E:F372[1] = $00   | Hearts filler
[$0D:$DBB7] $7E:F373[1] = $7F   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $22   | Magic Power
[$0D:$F1C3] $7E:F373[1] = $80   | Magic filler
[$0D:$DBB7] $7E:F373[1] = $7F   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $23   | Magic Power
[$0D:$F1C3] $7E:F373[1] = $80   | Magic filler
[$0D:$DBB7] $7E:F373[1] = $7F   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $24   | Magic Power
[$0D:$F1C3] $7E:F373[1] = $80   | Magic filler
[$0D:$DBB7] $7E:F373[1] = $7F   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $25   | Magic Power
[$0D:$F1C3] $7E:F373[1] = $80   | Magic filler
[$0D:$DBB7] $7E:F373[1] = $7F   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $26   | Magic Power
[$0D:$F1C3] $7E:F373[1] = $80   | Magic filler
[$0D:$DBB7] $7E:F373[1] = $7F   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $27   | Magic Power
[$0D:$F1C3] $7E:F373[1] = $80   | Magic filler
[$0D:$DBB7] $7E:F373[1] = $7F   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $28   | Magic Power
[$0D:$F1C3] $7E:F373[1] = $80   | Magic filler
[$0D:$DBB7] $7E:F373[1] = $7F   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $29   | Magic Power
[$0D:$F1C3] $7E:F373[1] = $80   | Magic filler
[$0D:$DBB7] $7E:F373[1] = $7F   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $2A   | Magic Power
[$0D:$F1C3] $7E:F373[1] = $80   | Magic filler
[$0D:$DBB7] $7E:F373[1] = $7F   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $2B   | Magic Power
[$0D:$F1C3] $7E:F373[1] = $80   | Magic filler
[$0D:$DBB7] $7E:F373[1] = $7F   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $2C   | Magic Power
[$0D:$F1C3] $7E:F373[1] = $80   | Magic filler
[$0D:$DBB7] $7E:F373[1] = $7F   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $2D   | Magic Power
[$0D:$F1C3] $7E:F373[1] = $80   | Magic filler
[$0D:$DBB7] $7E:F373[1] = $7F   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $2E   | Magic Power
[$0D:$F1C3] $7E:F373[1] = $80   | Magic filler
[$0D:$DBB7] $7E:F373[1] = $7F   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $2F   | Magic Power
[$0D:$F1C3] $7E:F373[1] = $80   | Magic filler
[$0D:$DBB7] $7E:F373[1] = $7F   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $30   | Magic Power
[$0D:$F1C3] $7E:F373[1] = $80   | Magic filler
[$0D:$DBB7] $7E:F373[1] = $7F   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $31   | Magic Power
[$0D:$F1C3] $7E:F373[1] = $80   | Magic filler
[$0D:$DBB7] $7E:F373[1] = $7F   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $32   | Magic Power
[$0D:$F1C3] $7E:F373[1] = $80   | Magic filler
[$0D:$DBB7] $7E:F373[1] = $7F   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $33   | Magic Power
[$0D:$F1C3] $7E:F373[1] = $80   | Magic filler
[$0D:$DBB7] $7E:F373[1] = $7F   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $34   | Magic Power
[$0D:$F1C3] $7E:F373[1] = $80   | Magic filler
[$0D:$DBB7] $7E:F373[1] = $7F   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $35   | Magic Power
[$0D:$F1C3] $7E:F373[1] = $80   | Magic filler
[$0D:$DBB7] $7E:F373[1] = $7F   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $36   | Magic Power
[$0D:$F1C3] $7E:F373[1] = $80   | Magic filler
[$0D:$DBB7] $7E:F373[1] = $7F   | Magic filler
[$0D:$DBC0] $7E:F36E[1] = $37   | Magic Power
